service_request_id,date_received,ward,service_type,status,response_days
SR-102770,2023-11-18,7,Illegal Dumping,Resolved,26
SR-102489,2023-12-20,7,Noise Complaint,Resolved,25
SR-101159,2023-06-18,4,Streetlight Out,Closed,5
SR-103315,2023-08-13,8,Noise Complaint,closed,1
SR-102847,2023-10-28,7,Pothole,In Progress,8
SR-101553,2023-04-27,5,pothole,Resolved,29
SR-103364,2023-08-07,8,Streetlight Out,Closed,30
SR-102989,2023-04-11,7,Rodent Inspection,Open,13
SR-100452,2023-06-14,2,Streetlight Out,In Progress,17
SR-101532,,5,Streetlight Out,Resolved,29
SR-100242,2023-03-10,2,pothole,In Progress,3
SR-102920,2023-03-22,7,Noise Complaint,In Progress,28
SR-103281,2023-09-26,8,Noise Complaint,Closed,4
SR-101870,2023-02-20,6,Rodent Inspection,closed,29
SR-100489,2023-10-10,3,Pothole,In Progress,23
SR-102087,2023-12-21,6,Illegal Dumping,Open,333
SR-101007,2023-07-22,4,Illegal Dumping,Open,29
SR-103229,2023-10-08,8,Streetlight Out,closed,20
SR-101608,N/A,5,Pothole,Closed,14
SR-101746,2023-08-15,5,POTHOLE,Resolved,23
SR-100476,2023-11-28,2,pothole,Open,6
SR-102206,,6,POTHOLE,Closed,14
SR-100641,2023-03-08,3,Rodent Inspection,In Progress,17
SR-102519,2023-07-08,7,Illegal Dumping,Open,12
SR-103200,2023-07-27,8,Pothole,Closed,9
SR-100353,2023-11-15,2,Streetlight Out,Closed,30
SR-102792,2023-09-19,7,Rodent Inspection,Open,13
SR-102170,2023-08-22,6,Streetlight Out,In Progress,26
SR-101924,2023-09-10,6,pothole,Open,20
SR-103176,2023-07-11,8,Trash Collection,closed,4
SR-103401,2023-12-06,8,Rodent Inspection,Closed,18
SR-102037,2023-09-11,6,Noise Complaint,In Progress,14
SR-102524,2023-06-07,7,Pothole,Resolved,22
SR-102653,2023-10-12,7,Rodent Inspection,Closed,26
SR-100647,0000-00-00,3,Pothole,closed,22
SR-102100,2023-10-07,6,Noise Complaint,closed,22
SR-101057,2023-07-08,4,Noise Complaint,Open,19
SR-100349,2023-02-07,2,Rodent Inspection,In Progress,22
SR-102624,2023-11-06,7,POTHOLE,Closed,6
SR-102351,2023-09-27,6,Streetlight Out,Resolved,7
SR-100766,2023-03-15,3,Pothole,Resolved,13
SR-101773,2023-01-04,6,Rodent Inspection,Closed,18
SR-100629,2023-09-15,3,Illegal Dumping,In Progress,14
SR-102680,2023-12-20,7,Noise Complaint,In Progress,23
SR-103246,2023-05-24,8,Illegal Dumping,Closed,25
SR-103185,2023-07-01,8,POTHOLE,Open,8
SR-103177,2023-05-16,8,Pothole,Resolved,15
SR-100989,2023-06-05,4,Noise Complaint,Resolved,19
SR-100929,2023-04-16,4,Trash Collection,Closed,28
SR-103113,2023-04-14,7,Trash Collection,Open,22
SR-101151,2023-01-07,4,Noise Complaint,closed,12
SR-101471,2023-02-04,5,Rodent Inspection,closed,25
SR-101538,2023-05-01,5,POTHOLE,closed,19
SR-100423,2023-02-28,2,Trash Collection,Resolved,22
SR-101317,2023-06-22,5,Rodent Inspection,In Progress,14
SR-101813,2023-01-22,6,Streetlight Out,Open,7
SR-100155,2023-12-07,1,Rodent Inspection,closed,7
SR-102426,2023-05-20,7,Streetlight Out,closed,14
SR-100520,2023-02-22,3,Pothole,closed,22
SR-101268,2023-04-04,5,Rodent Inspection,In Progress,23
SR-103272,0000-00-00,8,POTHOLE,Closed,18
SR-102439,2023-07-05,7,Illegal Dumping,Resolved,29
SR-100111,2023-05-21,1,Trash Collection,In Progress,545
SR-103078,2023-07-08,7,Streetlight Out,Closed,20
SR-100548,2023-11-10,3,Streetlight Out,In Progress,15
SR-101002,2023-10-11,4,Noise Complaint,Open,2
SR-103312,2023-11-28,8,Pothole,Open,30
SR-100687,2023-05-06,3,Illegal Dumping,closed,10
SR-100623,2023-04-24,3,POTHOLE,Open,9
SR-102179,2023-05-21,6,Trash Collection,In Progress,1
SR-101031,2023-05-03,4,Rodent Inspection,In Progress,28
SR-100360,2023-12-06,,Pothole,Closed,13
SR-103225,2023-11-06,8,Illegal Dumping,closed,23
SR-100633,2023-01-22,3,Noise Complaint,In Progress,19
SR-101077,2023-12-10,4,Rodent Inspection,Open,5
SR-100277,2023-12-09,2,Rodent Inspection,closed,22
SR-102667,,7,Rodent Inspection,Closed,14
SR-103347,2023-10-12,8,pothole,In Progress,25
SR-102588,2023-11-20,7,Streetlight Out,In Progress,30
SR-101632,,5,Trash Collection,In Progress,17
SR-101192,2023-04-14,4,Noise Complaint,closed,16
SR-100745,2023-03-27,3,pothole,Closed,26
SR-102008,2023-04-26,6,Trash Collection,Resolved,14
SR-101267,2023-11-14,5,POTHOLE,In Progress,25
SR-102278,2023-03-25,6,Pothole,Open,3
SR-101081,2023-05-01,4,Noise Complaint,Open,647
SR-102347,2023-03-18,6,Streetlight Out,In Progress,4
SR-102710,2023-11-05,7,Rodent Inspection,closed,8
SR-100027,2023-08-03,1,Rodent Inspection,Resolved,22
SR-100050,2023-02-25,1,Trash Collection,In Progress,2
SR-100018,2023-03-21,1,Trash Collection,Closed,11
SR-101029,2023-03-12,,Trash Collection,closed,12
SR-101133,2023-08-14,4,pothole,Open,7
SR-101630,2023-04-23,5,Trash Collection,Open,9
SR-101270,2023-05-16,5,pothole,In Progress,29
SR-101979,2023-10-11,6,Noise Complaint,In Progress,21
SR-102643,2023-12-14,7,Noise Complaint,closed,10
SR-102632,2023-03-06,7,Streetlight Out,Resolved,29
SR-102435,2023-08-17,7,POTHOLE,Resolved,9
SR-101588,,5,Streetlight Out,Resolved,29
SR-100425,2023-04-03,2,Trash Collection,Resolved,4
SR-102709,2023-10-28,7,pothole,Open,24
SR-100925,2023-03-23,4,Trash Collection,Open,16
SR-102307,2023-09-08,6,Streetlight Out,Open,12
SR-103086,2023-10-21,7,Streetlight Out,Closed,11
SR-101220,2023-07-20,4,Rodent Inspection,Resolved,9
SR-100872,2023-11-19,3,Noise Complaint,Closed,10
SR-102939,2023-10-01,7,Noise Complaint,Closed,23
SR-101318,2023-03-24,5,POTHOLE,closed,11
SR-101502,2023-10-05,5,Illegal Dumping,Resolved,23
SR-102281,2023-08-20,6,Streetlight Out,In Progress,15
SR-102720,2023-10-19,7,Pothole,Open,20
SR-102455,2023-09-26,7,Illegal Dumping,closed,22
SR-100981,2023-09-21,4,Streetlight Out,Closed,29
SR-100798,2023-12-03,3,Noise Complaint,closed,4
SR-100592,2023-03-09,3,Illegal Dumping,closed,9
SR-100931,2023-04-17,4,Illegal Dumping,Resolved,29
SR-100147,2023-04-23,1,Streetlight Out,Closed,25
SR-103099,2023-11-08,7,Trash Collection,Open,8
SR-101440,2023-10-04,5,Illegal Dumping,In Progress,15
SR-102405,2023-06-05,7,Pothole,Closed,13
SR-101355,2023-03-10,5,Streetlight Out,closed,29
SR-102773,2023-04-22,7,Illegal Dumping,Closed,25
SR-102504,2023-05-11,7,Rodent Inspection,In Progress,29
SR-100970,2023-04-17,4,Streetlight Out,In Progress,4
SR-102757,2023-12-25,7,POTHOLE,Open,20
SR-100417,2023-04-23,2,Noise Complaint,In Progress,17
SR-101778,,6,Pothole,Closed,4
SR-100855,2023-10-17,3,Streetlight Out,In Progress,21
SR-100801,2023-07-06,3,Trash Collection,In Progress,26
SR-100072,2023-11-03,1,Illegal Dumping,In Progress,9
SR-101694,2023-01-04,5,Illegal Dumping,closed,26
SR-100460,2023-06-28,2,Rodent Inspection,Closed,5
SR-102521,2023-07-27,,Noise Complaint,Closed,14
SR-100213,2023-12-15,2,pothole,In Progress,30
SR-101130,2023-06-26,4,Streetlight Out,Closed,2
SR-100974,2023-06-27,4,Noise Complaint,closed,25
SR-102316,2023-07-14,6,Trash Collection,closed,23
SR-100679,2023-11-07,3,Noise Complaint,Closed,22
SR-100006,2023-08-13,1,Streetlight Out,Resolved,29
SR-102852,2023-10-26,7,pothole,closed,3
SR-100631,2023-06-01,3,Trash Collection,In Progress,27
SR-101940,2023-07-15,6,Streetlight Out,Resolved,7
SR-102054,2023-11-16,6,Illegal Dumping,Closed,13
SR-100883,2023-09-15,3,POTHOLE,Closed,12
SR-101259,2023-09-14,4,Streetlight Out,Closed,23
SR-101646,2023-01-25,5,Pothole,Open,22
SR-100298,2023-03-19,2,pothole,Closed,25
SR-102861,2023-01-19,7,Noise Complaint,Open,27
SR-101246,2023-02-16,4,Rodent Inspection,Open,1
SR-100301,2023-10-25,2,Illegal Dumping,Closed,3
SR-100916,2023-11-17,4,Streetlight Out,Resolved,19
SR-102345,2023-02-07,6,Trash Collection,In Progress,17
SR-101672,2023-05-13,5,POTHOLE,In Progress,25
SR-101769,2023-07-09,6,Rodent Inspection,Closed,18
SR-103287,2023-06-24,8,Illegal Dumping,Closed,9
SR-100697,2023-02-16,3,Rodent Inspection,In Progress,6
SR-103137,2023-09-08,8,POTHOLE,Open,8
SR-101801,2023-10-27,6,Pothole,closed,16
SR-103089,2023-11-04,7,POTHOLE,Open,5
SR-100854,2023-07-23,3,Illegal Dumping,Closed,5
SR-102845,2023-11-09,7,Illegal Dumping,Open,4
SR-101626,2023-07-26,5,Rodent Inspection,Open,21
SR-102656,2023-05-23,7,Noise Complaint,In Progress,6
SR-103407,2023-10-06,8,Pothole,closed,16
SR-102486,0000-00-00,7,Illegal Dumping,In Progress,12
SR-100463,2023-10-18,2,Streetlight Out,Closed,15
SR-101876,2023-09-15,6,Streetlight Out,Open,16
SR-103173,2023-05-08,8,Pothole,closed,29
SR-101685,2023-02-26,5,Illegal Dumping,Closed,18
SR-103324,2023-04-15,8,Illegal Dumping,Closed,23
SR-100787,2023-03-08,3,pothole,Open,16
SR-103417,2023-03-18,8,Illegal Dumping,Closed,14
SR-100805,2023-01-06,3,Streetlight Out,closed,23
SR-100034,2023-11-26,1,Noise Complaint,Closed,16
SR-100343,2023-02-09,2,pothole,Closed,24
SR-101549,2023-06-19,5,Pothole,Resolved,7
SR-101431,2023-09-22,5,Rodent Inspection,Open,25
SR-100541,2023-10-28,3,POTHOLE,Open,1
SR-102617,2023-07-16,7,Streetlight Out,Closed,11
SR-101817,2023-04-06,6,POTHOLE,closed,2
SR-102406,2023-08-07,7,Illegal Dumping,Closed,6
SR-103414,2023-06-12,8,Illegal Dumping,closed,27
SR-102028,2023-04-15,6,POTHOLE,Resolved,11
SR-102679,2023-10-09,7,Rodent Inspection,Closed,1
SR-100839,2023-06-25,3,Illegal Dumping,In Progress,28
SR-101099,2023-11-17,4,Streetlight Out,Closed,28
SR-101005,2023-01-14,4,Illegal Dumping,Resolved,17
SR-103238,2023-03-15,8,Illegal Dumping,Resolved,15
SR-101855,2023-02-11,6,Pothole,closed,20
SR-101917,2023-07-07,6,Noise Complaint,Open,23
SR-101557,2023-09-18,5,Noise Complaint,In Progress,15
SR-100136,2023-04-28,1,POTHOLE,Open,19
SR-102284,2023-10-15,6,Trash Collection,Closed,19
SR-100210,2023-03-14,2,Streetlight Out,Closed,4
SR-100521,2023-07-05,3,Trash Collection,In Progress,11
SR-102391,2023-08-21,6,Illegal Dumping,Resolved,3
SR-103311,2023-12-06,8,Trash Collection,Open,26
SR-101705,2023-02-07,5,Pothole,Closed,3
SR-100976,2023-09-22,4,pothole,Resolved,16
SR-101826,2023-08-10,6,Rodent Inspection,In Progress,9
SR-100480,2023-04-09,3,Trash Collection,closed,19
SR-101101,2023-07-24,4,Rodent Inspection,In Progress,25
SR-101536,2023-12-12,5,Streetlight Out,closed,20
SR-100311,2023-08-03,2,Illegal Dumping,Open,30
SR-102009,2023-01-10,6,Streetlight Out,In Progress,20
SR-100106,2023-12-28,1,Streetlight Out,Open,9
SR-100672,2023-10-23,3,POTHOLE,Closed,5
SR-102212,2023-06-17,6,Streetlight Out,closed,11
SR-103244,2023-06-14,8,Streetlight Out,Open,24
SR-101305,2023-08-23,5,pothole,Open,10
SR-101560,,5,Pothole,closed,13
SR-103008,2023-06-26,7,Streetlight Out,Closed,1
SR-101255,2023-09-02,4,Trash Collection,closed,29
SR-100453,2023-06-27,2,Illegal Dumping,Closed,24
SR-100231,2023-01-03,2,Streetlight Out,Resolved,9
SR-103195,2023-08-24,8,Streetlight Out,Open,461
SR-101481,2023-04-02,5,Trash Collection,Closed,26
SR-100278,2023-01-12,2,Pothole,Closed,8
SR-102495,2023-03-15,7,Streetlight Out,In Progress,24
SR-102547,N/A,7,Illegal Dumping,Closed,23
SR-103117,2023-10-20,7,Streetlight Out,Closed,6
SR-103104,2023-01-18,7,Trash Collection,Open,21
SR-103375,2023-06-19,8,Rodent Inspection,Closed,25
SR-103353,2023-05-04,8,Streetlight Out,closed,10
SR-102561,2023-01-17,7,Trash Collection,closed,10
SR-100133,2023-02-27,1,Noise Complaint,In Progress,12
SR-102769,2023-09-06,7,Illegal Dumping,Open,22
SR-103231,2023-09-18,8,POTHOLE,Closed,30
SR-101086,2023-01-18,4,Streetlight Out,Closed,3
SR-100845,2023-09-02,3,Pothole,Open,14
SR-100479,2023-06-07,2,POTHOLE,closed,2
SR-101523,2023-12-13,5,pothole,Resolved,23
SR-101340,2023-01-19,5,Illegal Dumping,Open,26
SR-100418,2023-09-14,2,Noise Complaint,Closed,24
SR-102102,2023-04-24,6,POTHOLE,Open,30
SR-100794,2023-02-14,3,Trash Collection,Closed,22
SR-102367,2023-10-06,6,Trash Collection,In Progress,17
SR-101237,2023-07-27,4,Streetlight Out,In Progress,22
SR-102616,2023-04-09,7,Illegal Dumping,Resolved,10
SR-100809,2023-02-23,3,Trash Collection,closed,29
SR-100380,2023-09-24,2,Noise Complaint,Open,8
SR-100267,2023-10-14,2,Illegal Dumping,Resolved,29
SR-101571,2023-03-03,5,pothole,In Progress,22
SR-102435,2023-08-17,7,POTHOLE,Resolved,9
SR-103242,2023-09-13,8,POTHOLE,Open,29
SR-102308,2023-01-20,6,Rodent Inspection,Resolved,4
SR-101427,,5,POTHOLE,In Progress,20
SR-103003,2023-09-07,7,POTHOLE,Open,15
SR-103129,2023-09-18,8,Noise Complaint,In Progress,6
SR-100151,2023-03-13,1,Streetlight Out,Closed,27
SR-101367,2023-09-08,5,Rodent Inspection,In Progress,1
SR-101495,2023-04-24,5,Streetlight Out,Resolved,9
SR-103204,2023-12-08,8,Streetlight Out,Resolved,23
SR-101957,2023-12-07,6,Rodent Inspection,Closed,7
SR-102901,2023-04-03,7,Illegal Dumping,closed,10
SR-101696,2023-05-16,5,Noise Complaint,closed,13
SR-101168,2023-02-22,4,Trash Collection,closed,15
SR-101968,2023-10-07,6,Rodent Inspection,Closed,8
SR-100866,2023-05-28,3,Pothole,Open,26
SR-101772,2023-03-17,6,Noise Complaint,closed,10
SR-100536,2023-11-07,3,Streetlight Out,Open,29
SR-101390,2023-11-05,5,Noise Complaint,In Progress,7
SR-100567,2023-06-09,3,Rodent Inspection,Resolved,10
SR-101281,2023-12-17,5,POTHOLE,Resolved,5
SR-101589,2023-02-02,5,Trash Collection,Resolved,13
SR-102797,2023-03-15,7,Illegal Dumping,Open,30
SR-100230,2023-03-16,2,Rodent Inspection,closed,30
SR-103346,2023-04-08,8,Noise Complaint,Resolved,28
SR-101172,2023-04-23,4,Rodent Inspection,Resolved,24
SR-100097,2023-02-13,1,Trash Collection,Open,22
SR-100474,2023-04-02,2,Trash Collection,Resolved,20
SR-103073,2023-03-25,7,pothole,closed,9
SR-102854,2023-10-22,7,Rodent Inspection,In Progress,1
SR-103382,2023-09-08,8,pothole,Closed,15
SR-103268,2023-12-27,8,Trash Collection,closed,584
SR-101225,2023-07-23,4,Streetlight Out,Open,29
SR-100918,2023-02-20,4,Noise Complaint,Closed,18
SR-100036,2023-01-25,1,Pothole,In Progress,10
SR-102473,2023-05-04,7,Illegal Dumping,Resolved,9
SR-103062,2023-05-09,7,Illegal Dumping,closed,15
SR-102672,2023-02-15,7,pothole,Closed,16
SR-102884,2023-06-26,,Trash Collection,Closed,19
SR-102373,2023-02-21,,Pothole,In Progress,26
SR-101639,2023-03-05,5,Rodent Inspection,Resolved,17
SR-100407,2023-08-19,2,Rodent Inspection,Closed,12
SR-101787,0000-00-00,6,Illegal Dumping,Resolved,17
SR-102522,2023-03-11,7,Trash Collection,Resolved,19
SR-101414,2023-11-13,5,Illegal Dumping,closed,1
SR-102738,2023-10-20,7,Trash Collection,Resolved,6
SR-102904,2023-06-01,7,Pothole,Open,17
SR-103163,2023-07-14,8,Trash Collection,Resolved,11
SR-101621,2023-08-16,5,pothole,Closed,14
SR-102622,2023-04-12,7,Streetlight Out,closed,22
SR-101232,2023-11-12,4,Trash Collection,Closed,11
SR-101546,2023-04-02,5,Streetlight Out,Closed,22
SR-100235,N/A,2,Trash Collection,Resolved,18
SR-100180,2023-09-22,2,Trash Collection,closed,30
SR-101900,2023-03-07,6,Rodent Inspection,Open,15
SR-101868,2023-09-16,6,Rodent Inspection,Closed,10
SR-101972,2023-10-17,6,Illegal Dumping,Resolved,710
SR-101911,2023-04-08,6,Streetlight Out,Resolved,2
SR-102321,2023-07-08,6,Trash Collection,Open,13
SR-101275,2023-09-10,5,pothole,Closed,7
SR-102003,N/A,6,Pothole,In Progress,768
SR-100415,2023-07-15,2,Streetlight Out,Closed,16
SR-100683,2023-08-06,3,pothole,Closed,16
SR-102197,2023-12-04,6,Noise Complaint,In Progress,24
SR-101716,2023-05-27,5,Illegal Dumping,Open,4
SR-102822,2023-04-14,7,Trash Collection,In Progress,4
SR-102336,2023-01-27,6,Illegal Dumping,Resolved,24
SR-102849,2023-03-11,7,Noise Complaint,Resolved,22
SR-102254,N/A,6,pothole,Open,9
SR-102627,,7,POTHOLE,In Progress,6
SR-100102,2023-02-02,1,Rodent Inspection,In Progress,27
SR-103156,2023-06-22,8,pothole,Resolved,19
SR-101177,2023-07-08,4,Streetlight Out,Closed,17
SR-100538,2023-07-20,3,Trash Collection,Closed,7
SR-103235,2023-10-28,8,Streetlight Out,Resolved,12
SR-101805,2023-03-13,6,Rodent Inspection,Resolved,20
SR-100988,2023-04-18,4,POTHOLE,Resolved,8
SR-101147,2023-05-07,4,Illegal Dumping,Resolved,14
SR-100732,2023-12-27,3,Rodent Inspection,closed,1
SR-102189,2023-05-02,6,Pothole,Open,8
SR-102276,2023-10-20,6,Noise Complaint,In Progress,7
SR-101109,2023-03-17,4,Illegal Dumping,Open,4
SR-100867,2023-03-03,3,Trash Collection,Resolved,28
SR-100052,2023-10-18,1,Noise Complaint,closed,5
SR-101760,2023-04-09,6,Rodent Inspection,closed,9
SR-103392,2023-07-19,8,Illegal Dumping,Resolved,15
SR-100868,2023-02-02,3,Rodent Inspection,Resolved,23
SR-100663,2023-11-03,3,Rodent Inspection,Resolved,19
SR-102903,2023-05-11,7,Rodent Inspection,closed,5
SR-103412,2023-05-16,8,Illegal Dumping,In Progress,8
SR-101547,2023-08-08,5,POTHOLE,In Progress,10
SR-100304,2023-10-01,2,Illegal Dumping,closed,10
SR-101443,2023-05-12,5,Rodent Inspection,In Progress,1
SR-102232,2023-07-06,6,Pothole,Closed,12
SR-101003,2023-06-23,4,Streetlight Out,Resolved,24
SR-102501,2023-12-24,7,Rodent Inspection,Closed,6
SR-101745,2023-01-06,5,Illegal Dumping,In Progress,29
SR-100050,2023-02-25,1,Trash Collection,In Progress,2
SR-101804,2023-08-12,6,Noise Complaint,Closed,30
SR-101726,2023-04-10,5,Rodent Inspection,In Progress,19
SR-102595,2023-02-02,7,Rodent Inspection,Resolved,4
SR-101781,2023-12-06,6,POTHOLE,closed,7
SR-100953,N/A,4,Illegal Dumping,In Progress,1
SR-100244,2023-02-01,2,Noise Complaint,Open,22
SR-100584,0000-00-00,3,Trash Collection,In Progress,12
SR-101699,2023-10-08,5,Rodent Inspection,In Progress,19
SR-101221,2023-07-01,4,Streetlight Out,Closed,16
SR-100650,2023-05-07,3,POTHOLE,In Progress,26
SR-102830,2023-12-26,7,Trash Collection,Closed,22
SR-100089,2023-05-17,1,Streetlight Out,closed,21
SR-100590,2023-12-17,3,Trash Collection,Open,20
SR-101997,2023-05-03,6,Rodent Inspection,Closed,27
SR-101768,2023-01-10,6,Trash Collection,Closed,12
SR-100691,2023-11-19,3,Trash Collection,Open,19
SR-100756,,3,pothole,In Progress,19
SR-103377,2023-06-27,8,Illegal Dumping,Closed,6
SR-101601,2023-08-19,5,pothole,In Progress,27
SR-101019,2023-10-28,4,Illegal Dumping,In Progress,318
SR-103369,2023-11-18,8,Streetlight Out,Closed,2
SR-102361,2023-01-18,6,Streetlight Out,In Progress,15
SR-100758,2023-11-18,3,Streetlight Out,closed,1
SR-102851,2023-03-13,7,pothole,Resolved,24
SR-100634,2023-02-15,3,Rodent Inspection,Closed,29
SR-100190,2023-11-17,2,Pothole,Resolved,15
SR-103146,2023-02-21,8,Streetlight Out,closed,27
SR-101489,2023-03-26,5,Rodent Inspection,closed,725
SR-100490,2023-10-15,3,Illegal Dumping,In Progress,10
SR-101808,2023-11-04,6,Streetlight Out,Closed,15
SR-101763,2023-07-03,6,Streetlight Out,closed,21
SR-100917,2023-05-23,4,POTHOLE,Closed,20
SR-101735,2023-05-26,5,pothole,Closed,2
SR-100042,2023-02-24,1,Rodent Inspection,Resolved,12
SR-100345,2023-03-27,2,Illegal Dumping,closed,11
SR-101736,2023-08-19,,Illegal Dumping,closed,18
SR-100140,2023-05-21,1,Illegal Dumping,Open,11
SR-102026,2023-07-01,6,Streetlight Out,closed,7
SR-100216,2023-11-14,2,Illegal Dumping,Open,8
SR-102674,2023-06-01,7,Noise Complaint,In Progress,18
SR-100105,2023-03-05,1,Illegal Dumping,Open,29
SR-102844,2023-11-01,7,Pothole,closed,28
SR-100643,2023-01-04,3,Pothole,Resolved,28
SR-101125,2023-01-27,4,Streetlight Out,In Progress,27
SR-102831,2023-03-10,7,Illegal Dumping,Open,15
SR-101491,2023-12-26,5,pothole,In Progress,2
SR-103018,2023-01-28,,Rodent Inspection,Closed,12
SR-101228,2023-06-08,4,Rodent Inspection,Closed,22
SR-102286,2023-10-27,6,Trash Collection,Resolved,18
SR-102191,2023-08-17,6,POTHOLE,Resolved,2
SR-103190,2023-11-16,8,Pothole,In Progress,4
SR-100019,2023-06-21,1,Streetlight Out,Open,28
SR-103300,2023-05-24,8,Pothole,Closed,3
SR-101925,0000-00-00,6,POTHOLE,Open,16
SR-102446,2023-05-25,,Illegal Dumping,closed,19
SR-101920,2023-03-03,6,POTHOLE,In Progress,4
SR-102689,2023-04-06,7,Noise Complaint,Open,2
SR-101386,2023-11-06,5,Noise Complaint,Resolved,8
SR-103264,2023-07-23,8,POTHOLE,In Progress,671
SR-101047,2023-11-19,4,pothole,Resolved,3
SR-100068,2023-10-21,1,Trash Collection,closed,4
SR-100191,2023-05-10,2,POTHOLE,In Progress,15
SR-102452,2023-09-18,7,Streetlight Out,Open,11
SR-103179,2023-02-12,8,pothole,Resolved,5
SR-102785,2023-04-12,7,Streetlight Out,closed,14
SR-101755,2023-07-22,5,Noise Complaint,In Progress,8
SR-102416,2023-12-23,,pothole,closed,12
SR-103358,2023-10-25,8,Noise Complaint,closed,23
SR-102860,2023-10-16,7,Illegal Dumping,Open,8
SR-100110,2023-01-26,1,Noise Complaint,Resolved,9
SR-100528,2023-11-06,,POTHOLE,Open,1
SR-101777,2023-01-13,6,Trash Collection,Resolved,22
SR-101184,2023-09-26,4,Trash Collection,In Progress,25
SR-103037,2023-03-05,7,Noise Complaint,closed,18
SR-103410,2023-04-04,8,Pothole,closed,30
SR-102256,2023-03-16,6,pothole,Closed,2
SR-101442,2023-11-25,5,pothole,closed,5
SR-102960,N/A,7,Noise Complaint,Closed,6
SR-100995,2023-08-15,4,POTHOLE,Closed,11
SR-101228,2023-06-08,4,Rodent Inspection,Closed,22
SR-100086,2023-02-03,1,Pothole,closed,13
SR-100874,2023-09-21,3,pothole,In Progress,18
SR-100897,2023-08-26,3,Noise Complaint,closed,2
SR-101748,2023-04-20,,pothole,Resolved,20
SR-102889,2023-08-14,7,Illegal Dumping,Open,11
SR-103310,2023-09-07,8,Illegal Dumping,Closed,25
SR-102931,2023-05-18,7,Noise Complaint,closed,3
SR-101947,2023-05-03,6,Noise Complaint,In Progress,28
SR-101512,2023-03-21,5,Rodent Inspection,Resolved,27
SR-102230,2023-12-26,6,Trash Collection,Open,10
SR-102401,,7,Trash Collection,Open,11
SR-103142,2023-12-27,8,POTHOLE,Closed,7
SR-100516,,3,Rodent Inspection,Closed,1
SR-102357,2023-01-18,6,Illegal Dumping,In Progress,21
SR-101458,2023-10-03,5,Illegal Dumping,Open,28
SR-101090,2023-09-20,4,POTHOLE,Open,17
SR-100336,2023-02-27,2,Trash Collection,Open,22
SR-100874,2023-09-21,3,pothole,In Progress,18
SR-103044,2023-11-24,7,Noise Complaint,Resolved,22
SR-100075,2023-01-28,1,Streetlight Out,Closed,6
SR-101854,2023-11-26,6,Pothole,Closed,18
SR-103210,2023-12-16,8,Illegal Dumping,closed,18
SR-101530,2023-09-25,5,Rodent Inspection,Open,3
SR-102702,2023-09-18,7,Trash Collection,Resolved,14
SR-103150,2023-08-04,8,Illegal Dumping,Open,3
SR-102707,2023-09-20,7,Streetlight Out,Open,14
SR-103054,2023-05-13,7,Rodent Inspection,Resolved,6
SR-102743,2023-08-02,7,POTHOLE,Resolved,647
SR-100340,2023-05-13,2,Illegal Dumping,Open,26
SR-101669,2023-07-01,5,Streetlight Out,Closed,10
SR-101115,2023-07-01,4,Trash Collection,Resolved,26
SR-101112,2023-08-10,4,POTHOLE,closed,3
SR-100228,2023-10-27,2,Trash Collection,In Progress,25
SR-102850,2023-07-03,7,Illegal Dumping,In Progress,7
SR-101076,2023-02-20,4,Noise Complaint,Open,30
SR-102795,2023-05-28,7,Streetlight Out,Open,17
SR-100421,2023-01-02,2,Streetlight Out,Open,4
SR-101435,2023-11-10,5,Trash Collection,Closed,19
SR-101564,2023-07-04,,Noise Complaint,closed,18
SR-103267,2023-02-06,8,Rodent Inspection,In Progress,12
SR-100846,2023-11-17,3,Trash Collection,closed,7
SR-102835,2023-10-08,7,Noise Complaint,Closed,3
SR-103172,2023-06-22,8,Rodent Inspection,Open,6
SR-102735,2023-11-28,7,Trash Collection,closed,22
SR-100486,0000-00-00,3,Pothole,In Progress,26
SR-103232,2023-07-23,8,Illegal Dumping,Resolved,20
SR-103194,2023-01-14,8,Streetlight Out,Open,6
SR-102681,2023-03-17,7,Streetlight Out,closed,13
SR-103282,2023-05-17,8,Noise Complaint,In Progress,5
SR-101467,2023-08-19,5,POTHOLE,In Progress,7
SR-100596,2023-10-15,3,Trash Collection,Closed,17
SR-102018,2023-04-27,6,Rodent Inspection,closed,2
SR-100113,2023-09-10,1,Trash Collection,Resolved,3
SR-103386,2023-06-25,8,Trash Collection,In Progress,18
SR-101759,2023-09-01,5,Trash Collection,Resolved,3
SR-102874,2023-11-16,7,Illegal Dumping,In Progress,8
SR-101357,2023-12-15,5,POTHOLE,closed,21
SR-100753,2023-06-08,3,Trash Collection,In Progress,26
SR-101217,2023-01-06,4,Trash Collection,Closed,4
SR-101035,2023-10-13,4,Illegal Dumping,Closed,20
SR-100118,2023-05-26,1,pothole,closed,4
SR-101118,2023-06-02,4,Illegal Dumping,Resolved,29
SR-100926,2023-04-21,4,Illegal Dumping,Open,11
SR-100291,2023-12-05,2,Rodent Inspection,closed,8
SR-100780,2023-02-17,3,Noise Complaint,Open,30
SR-102570,2023-06-15,7,Streetlight Out,In Progress,19
SR-100433,2023-08-09,2,Rodent Inspection,In Progress,20
SR-100383,2023-08-27,2,POTHOLE,Open,25
SR-103159,2023-06-12,8,POTHOLE,In Progress,21
SR-100033,2023-04-22,1,pothole,closed,20
SR-102124,2023-07-24,6,Rodent Inspection,In Progress,20
SR-100955,2023-01-25,4,Rodent Inspection,closed,22
